company_name,ticker,is_etf
KCC건설,021320.KQ,False
오픈놀,440320.KQ,False
한컴위드,054920.KQ,False
다보링크,340360.KQ,False
퀀타매트릭스,317690.KQ,False
라이콤,388790.KQ,False
한켐,457370.KQ,False
액토즈소프트,052790.KQ,False
안국약품,001540.KQ,False
세종텔레콤,036630.KQ,False
제이엔케이글로벌,126880.KQ,False
제너셈,217190.KQ,False
국순당,043650.KQ,False
iMBC,052220.KQ,False
위더스제약,330350.KQ,False
지아이텍,382480.KQ,False
티움바이오,321550.KQ,False
큐에스아이,066310.KQ,False
에스넷,038680.KQ,False
네오크레마,311390.KQ,False
원익,032940.KQ,False
이건홀딩스,039020.KQ,False
컴퍼니케이,307930.KQ,False
아이엠티,451220.KQ,False
이녹스,088390.KQ,False
블랙야크아이앤씨,478560.KQ,False
제이씨케미칼,137950.KQ,False
사이냅소프트,466410.KQ,False
타이거일렉,219130.KQ,False
씨씨에스,066790.KQ,False
차백신연구소,261780.KQ,False
